id,luoghi
http://www.wikidata.org/entity/Q3904392,Accademia Carrara
http://www.wikidata.org/entity/Q3904398,Pinacoteca di Brera
http://www.wikidata.org/entity/Q3907344,Gemäldegalerie
http://www.wikidata.org/entity/Q3907497,Pinacoteca di Brera; collegiata di San Medardo
http://www.wikidata.org/entity/Q3908184,Palazzo Trinci
http://www.wikidata.org/entity/Q3910087,Pinacoteca di Brera
http://www.wikidata.org/entity/Q3910913,Palazzo Apostolico; Museo pontificio della Santa Casa
http://www.wikidata.org/entity/Q3921705,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q3921912,pinacoteca civica
http://www.wikidata.org/entity/Q3924389,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3925592,chiostrino dei Voti
http://www.wikidata.org/entity/Q3937080,Pinacoteca di Brera
http://www.wikidata.org/entity/Q3937438,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q3937502,
http://www.wikidata.org/entity/Q3937511,
http://www.wikidata.org/entity/Q3937547,Führermuseum; Gallerie Nazionali di Palazzo Spinola; Munich Central Collecting Point
http://www.wikidata.org/entity/Q3937553,Galleria Palatina
http://www.wikidata.org/entity/Q3937561,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q3937569,Sala di Marte
http://www.wikidata.org/entity/Q3937598,Accademia Carrara
http://www.wikidata.org/entity/Q3937634,Musei Civici di Monza
http://www.wikidata.org/entity/Q3937643,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q3944499,Galleria Palatina
http://www.wikidata.org/entity/Q3944515,Fondazione Magnani-Rocca
http://www.wikidata.org/entity/Q3945254,Palazzo Trinci
http://www.wikidata.org/entity/Q3945710,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3946910,Palazzo Ducale
http://www.wikidata.org/entity/Q3947013,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3947064,chiostrino dei Voti
http://www.wikidata.org/entity/Q3947210,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q3947211,Palazzo Cini
http://www.wikidata.org/entity/Q3947277,abbazia di San Giovanni Evangelista
http://www.wikidata.org/entity/Q3947281,Sala di Giove
http://www.wikidata.org/entity/Q3947288,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3947375,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q3947504,A3 Pittura del Duecento
http://www.wikidata.org/entity/Q3947687,chiesa di Sant'Angelo a Nilo
http://www.wikidata.org/entity/Q3947723,chiesa di Santa Maria dei Carmini
http://www.wikidata.org/entity/Q3947812,Pio Monte della Misericordia
http://www.wikidata.org/entity/Q3948034,abbazia di San Giovanni Evangelista
http://www.wikidata.org/entity/Q3948651,abbazia di San Giovanni Evangelista
http://www.wikidata.org/entity/Q3948701,Quadreria dei Girolamini
http://www.wikidata.org/entity/Q3949208,basilica di Santo Spirito; cappella Bini-Capponi
http://www.wikidata.org/entity/Q3949310,abbazia di San Giovanni Evangelista
http://www.wikidata.org/entity/Q3949373,abbazia di San Giovanni Evangelista
http://www.wikidata.org/entity/Q3949458,chiesa della Santissima Trinità
http://www.wikidata.org/entity/Q3949459,
http://www.wikidata.org/entity/Q3954057,pinacoteca civica
http://www.wikidata.org/entity/Q3967206,chiostrino dei Voti
http://www.wikidata.org/entity/Q3973584,Museo regionale Agostino Pepoli
http://www.wikidata.org/entity/Q3974449,basilica di San Miniato al Monte
http://www.wikidata.org/entity/Q3979950,Palazzo degli Uffizi; Museo di San Marco; Residenza dell'Arte dei Linaioli e Rigattieri
http://www.wikidata.org/entity/Q3979952,basilica di San Pietro
http://www.wikidata.org/entity/Q3979961,Accademia delle arti del disegno
http://www.wikidata.org/entity/Q3981174,Palazzo degli Uffizi; Galleria delle pitture e delle statue degli Uffizi
http://www.wikidata.org/entity/Q3982379,Camposanto monumentale
http://www.wikidata.org/entity/Q3983114,"Pollaiolo, Sala A10"
http://www.wikidata.org/entity/Q3984830,Museo Poldi Pezzoli
http://www.wikidata.org/entity/Q3985169,Pinacoteca di Brera
http://www.wikidata.org/entity/Q3985186,Galleria dell'Accademia
http://www.wikidata.org/entity/Q3985472,Museo di Belle Arti di Budapest
http://www.wikidata.org/entity/Q3992111,Galleria Borghese
http://www.wikidata.org/entity/Q3994163,Palazzo Ducale
http://www.wikidata.org/entity/Q3997723,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q3998940,Camposanto monumentale
http://www.wikidata.org/entity/Q3999094,chiesa di San Bartolomeo
http://www.wikidata.org/entity/Q3999095,Basilica di Santa Maria Gloriosa dei Frari
http://www.wikidata.org/entity/Q4006302,Palazzo dei Diamanti
http://www.wikidata.org/entity/Q4010476,Museo dell'Opera del Duomo
http://www.wikidata.org/entity/Q4010941,chiostrino dei Voti
http://www.wikidata.org/entity/Q4014547,sala 0.11 della Pinacoteca Civica di palazzo Volpi
http://www.wikidata.org/entity/Q4015931,chiostrino dei Voti
http://www.wikidata.org/entity/Q4015932,Scuola di San Giorgio degli Schiavoni
http://www.wikidata.org/entity/Q5659648,Scuola Grande di San Rocco
http://www.wikidata.org/entity/Q5954551,Palazzo Cini
http://www.wikidata.org/entity/Q6696013,Vaglio Basilicata
http://www.wikidata.org/entity/Q7232252,Villa del Principe
http://www.wikidata.org/entity/Q7232287,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q58185294,Padiglione Centrale dell'Ospedale di Busto Arsizio
http://www.wikidata.org/entity/Q58231270,Roma
http://www.wikidata.org/entity/Q58480176,
http://www.wikidata.org/entity/Q58956093,chiesa di San Pantalon
http://www.wikidata.org/entity/Q59185173,palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q59185398,palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q59442235,Museo valtellinese di storia e arte
http://www.wikidata.org/entity/Q59914107,Gemäldegalerie Alte Meister
http://www.wikidata.org/entity/Q60838300,
http://www.wikidata.org/entity/Q61767320,Scuola Grande di San Rocco
http://www.wikidata.org/entity/Q61816747,Galleria d'arte moderna di Milano
http://www.wikidata.org/entity/Q62014629,"museo civico ""Basilio Cascella"""
http://www.wikidata.org/entity/Q62272761,palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q62476202,Museo napoleonico di Roma
http://www.wikidata.org/entity/Q63476058,chiesa di San Cassiano
http://www.wikidata.org/entity/Q63994924,tempio Civico della Beata Vergine Incoronata
http://www.wikidata.org/entity/Q63995247,chiesa di San Francesco
http://www.wikidata.org/entity/Q64766792,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q65610116,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q66098687,palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q67203105,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q67203111,Pinacoteca di Brera
http://www.wikidata.org/entity/Q68704168,palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q69658139,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q69859246,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q71126799,Pinacoteca Nazionale di Bologna
http://www.wikidata.org/entity/Q74717988,Accademia Carrara
http://www.wikidata.org/entity/Q77310161,Galleria Borghese
http://www.wikidata.org/entity/Q78330040,Pinacoteca civica di Forlì
http://www.wikidata.org/entity/Q78756742,monastero di Santa Maria Assunta
http://www.wikidata.org/entity/Q78783346,monastero di Santa Maria Assunta
http://www.wikidata.org/entity/Q78799218,monastero di Santa Maria Assunta
http://www.wikidata.org/entity/Q78910398,monastero di Santa Maria Assunta
http://www.wikidata.org/entity/Q79020756,chiesa di San Cassiano
http://www.wikidata.org/entity/Q79021384,chiesa di San Francesco della Vigna
http://www.wikidata.org/entity/Q79021962,chiesa di San Giacomo da l'Orio
http://www.wikidata.org/entity/Q79022279,chiesa di San Giovanni Elemosinario
http://www.wikidata.org/entity/Q79022528,chiesa di San Giovanni Elemosinario
http://www.wikidata.org/entity/Q79022983,chiesa dell'Ospedaletto
http://www.wikidata.org/entity/Q79023210,chiesa di San Stae
http://www.wikidata.org/entity/Q79023501,chiesa di San Stae
http://www.wikidata.org/entity/Q79024384,Gallerie dell'Accademia; Fondazione Giorgio Cini; chiesa dei Santi Cosma e Damiano
http://www.wikidata.org/entity/Q79024730,Ca' Rezzonico
http://www.wikidata.org/entity/Q79025062,Ca' Pesaro
http://www.wikidata.org/entity/Q79026167,sagrestia; Basilica di Santa Maria Gloriosa dei Frari
http://www.wikidata.org/entity/Q79151177,Museo napoleonico di Roma
http://www.wikidata.org/entity/Q79859145,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q80824471,Doughty House; Palazzo Cini
http://www.wikidata.org/entity/Q81089309,Doughty House; Palazzo Cini
http://www.wikidata.org/entity/Q86674601,basilica di Santa Maria della Salute
http://www.wikidata.org/entity/Q87469267,pieve di Santa Maria Assunta
http://www.wikidata.org/entity/Q88164010,Musei capitolini
http://www.wikidata.org/entity/Q88416397,chiesa di San Cassiano
http://www.wikidata.org/entity/Q88961191,
http://www.wikidata.org/entity/Q89034154,Palazzo Reale di Genova
http://www.wikidata.org/entity/Q89035643,Galleria Giorgio Franchetti alla Ca' d'Oro
http://www.wikidata.org/entity/Q89039593,Palazzo Rosso
http://www.wikidata.org/entity/Q89697566,Palazzo Rosso
http://www.wikidata.org/entity/Q90291195,Palazzo Rosso
http://www.wikidata.org/entity/Q93520523,chiesa della Santissima Trinità
http://www.wikidata.org/entity/Q93631317,chiesa di Sant'Edoardo; antica chiesa di Santa Croce
http://www.wikidata.org/entity/Q94634547,
http://www.wikidata.org/entity/Q94636244,Pinacoteca Ambrosiana
http://www.wikidata.org/entity/Q96025421,Palazzo degli Uffizi; Galleria Palatina
http://www.wikidata.org/entity/Q96192148,Palazzo di Brera
http://www.wikidata.org/entity/Q97065805,sala 1.7 della Pinacoteca Civica di palazzo Volpi
http://www.wikidata.org/entity/Q97378803,Palazzo Te
http://www.wikidata.org/entity/Q97463134,concattedrale di Acquaviva delle Fonti
http://www.wikidata.org/entity/Q97669288,
http://www.wikidata.org/entity/Q97669846,
http://www.wikidata.org/entity/Q97933450,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q98108204,pieve di San Giovanni Evangelista
http://www.wikidata.org/entity/Q98449585,tempietto di Santa Maria di Colledestro
http://www.wikidata.org/entity/Q98545387,Certosa di San Martino; chiesa della Certosa di San Martino
http://www.wikidata.org/entity/Q98557614,cimitero di Chiusi
http://www.wikidata.org/entity/Q98684801,
http://www.wikidata.org/entity/Q98925578,palazzo Marliani-Cicogna
http://www.wikidata.org/entity/Q98925663,Raccolte d'arte dell'Ospedale Maggiore di Milano
http://www.wikidata.org/entity/Q99323182,Museo Revoltella
http://www.wikidata.org/entity/Q99937752,Cortona
http://www.wikidata.org/entity/Q100273549,Pinacoteca civica di Forlì
http://www.wikidata.org/entity/Q100502707,Palazzo d'Accursio
http://www.wikidata.org/entity/Q101853163,chiesa di San Francesco (Matelica)
http://www.wikidata.org/entity/Q101984696,Galleria nazionale delle Marche
http://www.wikidata.org/entity/Q103823905,Galleria nazionale delle Marche
http://www.wikidata.org/entity/Q103847443,Galleria nazionale delle Marche
http://www.wikidata.org/entity/Q103884105,Sala di Apollo
http://www.wikidata.org/entity/Q104117302,chiesa di Santa Maria delle Grazie
http://www.wikidata.org/entity/Q104832804,Palazzo dei Diamanti; chiesa di Santa Maria in Vado
http://www.wikidata.org/entity/Q104902739,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q104963266,Collezione Contini Bonacossi
http://www.wikidata.org/entity/Q104966980,Palazzo Pitti
http://www.wikidata.org/entity/Q104999859,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105001687,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105001950,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105002330,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105005172,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105009573,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105010125,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105010402,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105025725,chiesa di Sant'Agostino
http://www.wikidata.org/entity/Q105070687,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105070700,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105070713,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q105544193,chiesa di Santa Maria delle Grazie
http://www.wikidata.org/entity/Q105754329,Museo Correr
http://www.wikidata.org/entity/Q105760555,Ca' Rezzonico; Museo del settecento veneziano
http://www.wikidata.org/entity/Q105773240,Galleria nazionale di Palazzo Corsini
http://www.wikidata.org/entity/Q105882065,chiesa di Santa Maria delle Grazie
http://www.wikidata.org/entity/Q105906293,Museo di Roma a palazzo Braschi
http://www.wikidata.org/entity/Q105942793,chiesa di Santa Maria delle Grazie
http://www.wikidata.org/entity/Q105942808,chiesa di Santa Maria delle Grazie
http://www.wikidata.org/entity/Q106172341,Museo Mario Praz
http://www.wikidata.org/entity/Q106547526,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q106570155,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q106575251,duomo di Pisa
http://www.wikidata.org/entity/Q106649932,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q106684238,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q106766906,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q106766907,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q106857023,Palazzo Ducale
http://www.wikidata.org/entity/Q106863540,Galleria Estense
http://www.wikidata.org/entity/Q107132227,Galleria Palatina
http://www.wikidata.org/entity/Q107171794,Galleria d'arte moderna di Firenze
http://www.wikidata.org/entity/Q107254346,Pinacoteca del Castello Sforzesco
http://www.wikidata.org/entity/Q107273576,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q107311733,chiesa di Santa Maria in Selva
http://www.wikidata.org/entity/Q107440131,Ca' Rezzonico
http://www.wikidata.org/entity/Q107467842,Ca' Rezzonico
http://www.wikidata.org/entity/Q107496570,Rocca Estense
http://www.wikidata.org/entity/Q107522400,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q107548658,
http://www.wikidata.org/entity/Q107720702,"Museo civico ""Giovanni Fattori"""
http://www.wikidata.org/entity/Q108123187,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q108123188,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q108292260,Galleria Palatina
http://www.wikidata.org/entity/Q108314527,Sala di Apollo
http://www.wikidata.org/entity/Q108321038,Capizzo
http://www.wikidata.org/entity/Q108321039,Magliano Nuovo
http://www.wikidata.org/entity/Q108335985,Collezione Koelliker
http://www.wikidata.org/entity/Q108584832,
http://www.wikidata.org/entity/Q108783372,battistero San Filippo Neri
http://www.wikidata.org/entity/Q108799898,Museo nazionale d'arte medievale e moderna
http://www.wikidata.org/entity/Q108816249,
http://www.wikidata.org/entity/Q108873567,
http://www.wikidata.org/entity/Q108900483,
http://www.wikidata.org/entity/Q108917715,Museo Revoltella
http://www.wikidata.org/entity/Q108917736,Palazzo Reale di Torino
http://www.wikidata.org/entity/Q108921968,Palazzo Bosdari
http://www.wikidata.org/entity/Q108922744,Palazzo Bosdari
http://www.wikidata.org/entity/Q109798688,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q109913006,Villa Necchi Campiglio
http://www.wikidata.org/entity/Q109913050,Galleria d'arte moderna e contemporanea
http://www.wikidata.org/entity/Q109914012,deposito del museo
http://www.wikidata.org/entity/Q109928591,Gallerie dell'Accademia
http://www.wikidata.org/entity/Q109937746,Palazzo della Marra
http://www.wikidata.org/entity/Q110009768,Pinacoteca Ambrosiana
http://www.wikidata.org/entity/Q110015681,Sala di Didone
http://www.wikidata.org/entity/Q110039871,Firenze
http://www.wikidata.org/entity/Q110062892,Raccolte Frugone
http://www.wikidata.org/entity/Q110227186,Galleria dell'Eneide
http://www.wikidata.org/entity/Q110312698,Galleria dell'Eneide
http://www.wikidata.org/entity/Q110382981,Galleria dell'Eneide
http://www.wikidata.org/entity/Q110384990,Gallerie d'Italia – Milano
http://www.wikidata.org/entity/Q110546796,Casa d’Aste Vincent
http://www.wikidata.org/entity/Q110619157,Museo del settecento veneziano
http://www.wikidata.org/entity/Q110626569,Galleria dell'Eneide
http://www.wikidata.org/entity/Q110634767,Galleria dell'Eneide
http://www.wikidata.org/entity/Q110681237,basilica di Sant'Alessandro in Colonna
http://www.wikidata.org/entity/Q110714745,Accademia Carrara
http://www.wikidata.org/entity/Q110770118,Accademia Carrara
http://www.wikidata.org/entity/Q110865329,Galleria dell'Eneide
http://www.wikidata.org/entity/Q110866078,Galleria dell'Eneide
http://www.wikidata.org/entity/Q110867847,Galleria dell'Eneide
http://www.wikidata.org/entity/Q110868028,Roma
http://www.wikidata.org/entity/Q110868273,Galleria dell'Eneide
http://www.wikidata.org/entity/Q110872609,Galleria dell'Eneide
http://www.wikidata.org/entity/Q110872935,Galleria dell'Eneide
http://www.wikidata.org/entity/Q110884929,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q110907328,chiesa di Santa Maria delle Grazie
http://www.wikidata.org/entity/Q110907797,Museo Glauco Lombardi
http://www.wikidata.org/entity/Q111041574,cappella Baroncelli
http://www.wikidata.org/entity/Q111042707,basilica inferiore di San Francesco d'Assisi
http://www.wikidata.org/entity/Q111159651,Museo di palazzo Mansi
http://www.wikidata.org/entity/Q111160508,Museo napoleonico di Roma
http://www.wikidata.org/entity/Q111255373,palazzo della Farnesina
http://www.wikidata.org/entity/Q111255770,Collezione Farnesina Experimenta
http://www.wikidata.org/entity/Q111256129,
http://www.wikidata.org/entity/Q111257029,Palazzo della Ragione
http://www.wikidata.org/entity/Q111308504,Palazzo della Marra
http://www.wikidata.org/entity/Q111485530,
http://www.wikidata.org/entity/Q111485979,chiesa di Sant'Agata Irpina
http://www.wikidata.org/entity/Q111486358,collegiata di San Michele arcangelo
http://www.wikidata.org/entity/Q111486756,collegiata di San Michele Arcangelo
http://www.wikidata.org/entity/Q111486805,collegiata di San Michele Arcangelo
http://www.wikidata.org/entity/Q111486873,collegiata di San Michele Arcangelo
http://www.wikidata.org/entity/Q111508542,Accademia Carrara
http://www.wikidata.org/entity/Q111509018,Pinacoteca nazionale di Ferrara
http://www.wikidata.org/entity/Q111512548,Padiglione Centrale dell'Ospedale di Busto Arsizio
http://www.wikidata.org/entity/Q111577849,
http://www.wikidata.org/entity/Q115839852,Galleria nazionale delle Marche
http://www.wikidata.org/entity/Q115862528,cattedrale di San Giorgio
http://www.wikidata.org/entity/Q115863339,Casa Buonarroti
http://www.wikidata.org/entity/Q115898761,chiesa di Madonna di Campagna
http://www.wikidata.org/entity/Q116259243,
http://www.wikidata.org/entity/Q116259790,Palazzo della Provincia
http://www.wikidata.org/entity/Q116270130,Museo del settecento veneziano
http://www.wikidata.org/entity/Q116414251,Museo Boncompagni Ludovisi per le arti decorative
http://www.wikidata.org/entity/Q116734952,Torino
http://www.wikidata.org/entity/Q116771231,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116771349,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116771885,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116772186,Studiolo di Federico da Montefeltro
http://www.wikidata.org/entity/Q116779908,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116780072,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116780670,Museo civico di Modena
http://www.wikidata.org/entity/Q116786123,museo civico delle Cappuccine
http://www.wikidata.org/entity/Q116802769,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116804064,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116804839,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116805369,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116806301,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116807092,basilica di San Giorgio Maggiore
http://www.wikidata.org/entity/Q116875391,Palazzo Cini
http://www.wikidata.org/entity/Q116912669,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116912674,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116912676,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116912691,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116912704,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116912709,Corridoio Vasariano
http://www.wikidata.org/entity/Q116912724,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q116920763,Palazzo Cini
http://www.wikidata.org/entity/Q116920783,Corridoio Vasariano
http://www.wikidata.org/entity/Q116938047,basilica di San Marco; Pala di San Marco; Fondazione Magnani-Rocca; Palazzo Cini
http://www.wikidata.org/entity/Q116943395,Palazzo Cini
http://www.wikidata.org/entity/Q116943590,chiesa di San Francesco; Palazzo Cini
http://www.wikidata.org/entity/Q116943795,Palazzo Cini
http://www.wikidata.org/entity/Q116944959,Palazzo Cini
http://www.wikidata.org/entity/Q116944960,Palazzo Cini
http://www.wikidata.org/entity/Q116945667,Palazzo Cini
http://www.wikidata.org/entity/Q116955599,Palazzo Cini
http://www.wikidata.org/entity/Q116956495,Castello di Monselice; Palazzo Cini
http://www.wikidata.org/entity/Q116957155,Palazzo Cini
http://www.wikidata.org/entity/Q116968203,Palazzo Cini
http://www.wikidata.org/entity/Q116968267,Castello di Monselice; Palazzo Cini
http://www.wikidata.org/entity/Q116984810,Castello di Monselice; Villa Le Corti; Palazzo Cini
http://www.wikidata.org/entity/Q116984873,chiesa di San Francesco; Palazzo Cini
http://www.wikidata.org/entity/Q116985089,Palazzo Cini
http://www.wikidata.org/entity/Q116985263,Minneapolis Institute of Art; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116985325,Palazzo Cini
http://www.wikidata.org/entity/Q116985346,Palazzo Cini
http://www.wikidata.org/entity/Q116989564,Palazzo Cini
http://www.wikidata.org/entity/Q116990427,Palazzo Cini
http://www.wikidata.org/entity/Q116991105,Palazzo Cini
http://www.wikidata.org/entity/Q116991906,Palazzo Cini
http://www.wikidata.org/entity/Q116992418,Palazzo Cini
http://www.wikidata.org/entity/Q116993372,Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q116993384,basilica di San Petronio; Palazzo Cini
http://www.wikidata.org/entity/Q116993417,basilica di San Petronio; Palazzo Cini
http://www.wikidata.org/entity/Q116994722,Palazzo Cini
http://www.wikidata.org/entity/Q116994793,Palazzo Cini
http://www.wikidata.org/entity/Q116995512,Augusteum; Frederik Muller & Co; Palazzo Cini
http://www.wikidata.org/entity/Q117005860,Palazzo Cini
http://www.wikidata.org/entity/Q117005926,Palazzo Cini
http://www.wikidata.org/entity/Q117005980,Palazzo Cini
http://www.wikidata.org/entity/Q117023915,chiesa di Sant'Andrea Apostolo
http://www.wikidata.org/entity/Q117024956,chiesa di Sant'Andrea Apostolo
http://www.wikidata.org/entity/Q117034670,Palazzo Cini
http://www.wikidata.org/entity/Q117034906,Palazzo Cini
http://www.wikidata.org/entity/Q117034996,Palazzo Cini
http://www.wikidata.org/entity/Q117035037,Palazzo Cini
http://www.wikidata.org/entity/Q117035093,Palazzo Cini
http://www.wikidata.org/entity/Q117040607,Palazzo Cini
http://www.wikidata.org/entity/Q117041748,Castello di Monselice; Galleria di Palazzo Cini
http://www.wikidata.org/entity/Q117041785,chiesa di San Giovanni Battista in San Domenico
http://www.wikidata.org/entity/Q117042320,Palazzo Cini
http://www.wikidata.org/entity/Q117042984,Palazzo Cini
http://www.wikidata.org/entity/Q117043780,chiesa di San Giovanni Battista in San Domenico
http://www.wikidata.org/entity/Q117043824,Palazzo Cini
http://www.wikidata.org/entity/Q117044144,chiesa di San Giovanni Battista in San Domenico
http://www.wikidata.org/entity/Q117051271,santuario di Nostra Signora della Misericordia
http://www.wikidata.org/entity/Q117051307,santuario di Nostra Signora della Misericordia
http://www.wikidata.org/entity/Q117051343,Cattedrale di Nostra Signora Assunta
http://www.wikidata.org/entity/Q117051893,santuario di Nostra Signora della Misericordia
http://www.wikidata.org/entity/Q117052364,santuario di Nostra Signora della Misericordia
http://www.wikidata.org/entity/Q117086849,Palazzo Pallavicini Rospigliosi
http://www.wikidata.org/entity/Q117086888,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q117086924,Collezioni d'arte della Fondazione Cariplo
http://www.wikidata.org/entity/Q117086970,Ospedale San Gerardo vecchio (Monza)
http://www.wikidata.org/entity/Q117161791,Museo d'arte di Palazzo Gavotti
http://www.wikidata.org/entity/Q117162400,Museo d'arte di Palazzo Gavotti
http://www.wikidata.org/entity/Q117164043,Museo d'arte di Palazzo Gavotti
http://www.wikidata.org/entity/Q117188285,Museo Correr
http://www.wikidata.org/entity/Q117304805,Galleria Sabauda
http://www.wikidata.org/entity/Q117323711,Museo Poldi Pezzoli
http://www.wikidata.org/entity/Q117338080,Accademia Carrara
http://www.wikidata.org/entity/Q117382014,Galleria Palatina
http://www.wikidata.org/entity/Q117408489,Palazzo Pitti
http://www.wikidata.org/entity/Q117408743,Museo d'arte di Palazzo Gavotti
http://www.wikidata.org/entity/Q117408881,Museo d'arte di Palazzo Gavotti
http://www.wikidata.org/entity/Q117427024,Palazzo Vecchio
http://www.wikidata.org/entity/Q117428285,Museo d'arte di Palazzo Gavotti
http://www.wikidata.org/entity/Q117428543,Museo d'arte di Palazzo Gavotti
http://www.wikidata.org/entity/Q117428772,Museo d'arte di Palazzo Gavotti
http://www.wikidata.org/entity/Q117430308,Museo d'arte di Palazzo Gavotti
http://www.wikidata.org/entity/Q117430437,Museo d'arte di Palazzo Gavotti
http://www.wikidata.org/entity/Q117447676,monastero di San Clemente
http://www.wikidata.org/entity/Q117470090,certosa di Firenze
http://www.wikidata.org/entity/Q117615645,pinacoteca civica
http://www.wikidata.org/entity/Q117708969,Casa Buonarroti
http://www.wikidata.org/entity/Q117715996,basilica di Santa Maria Novella
http://www.wikidata.org/entity/Q117753177,Palazzo d'Arco
http://www.wikidata.org/entity/Q117756937,Musei civici di Palazzo Buonaccorsi
http://www.wikidata.org/entity/Q117797593,Corridoio Vasariano
http://www.wikidata.org/entity/Q117803973,Pinacoteca nazionale di Ferrara
http://www.wikidata.org/entity/Q117826019,Museo civico di Modena
http://www.wikidata.org/entity/Q117832067,Museo nazionale di Capodimonte
http://www.wikidata.org/entity/Q117834449,Museo nazionale d'arte medievale e moderna
http://www.wikidata.org/entity/Q117834473,Museo nazionale d'arte medievale e moderna
http://www.wikidata.org/entity/Q117834509,Palazzo Medici Riccardi
http://www.wikidata.org/entity/Q117834674,Palazzo Medici Riccardi
http://www.wikidata.org/entity/Q117834758,Palazzo Medici Riccardi
http://www.wikidata.org/entity/Q117834806,Palazzo Medici Riccardi
http://www.wikidata.org/entity/Q117834885,Palazzo Medici Riccardi
http://www.wikidata.org/entity/Q117848663,Palazzo Medici Riccardi
http://www.wikidata.org/entity/Q117848759,Palazzo Medici Riccardi
http://www.wikidata.org/entity/Q117848804,Palazzo Medici Riccardi
http://www.wikidata.org/entity/Q117848843,Palazzo Medici Riccardi
http://www.wikidata.org/entity/Q117848873,Palazzo Medici Riccardi
http://www.wikidata.org/entity/Q117849453,chiesa di Santa Lucia dei Magnoli
http://www.wikidata.org/entity/Q117849868,
http://www.wikidata.org/entity/Q117850467,chiesa di San Remigio
http://www.wikidata.org/entity/Q117949491,basilica di San Lorenzo
http://www.wikidata.org/entity/Q117950829,Palazzo degli Uffizi
http://www.wikidata.org/entity/Q118121260,Palazzo Spada
http://www.wikidata.org/entity/Q118138029,museo della città di Acquapendente
http://www.wikidata.org/entity/Q118140584,Museo Boncompagni Ludovisi per le arti decorative
